2025-09-14T13:13:25	0.2	1	0	10	0	4	great_success
2025-09-14T13:14:08	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:10	0.2	1	1	9	0	5	great_success
2025-09-14T13:14:12	0.2	1	0	10	0	2	great_success
2025-09-14T13:14:13	0.2	1	3	7	0	5	great_success
2025-09-14T13:14:16	0.2	1	0	10	0	4	great_success
2025-09-14T13:14:18	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:20	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:22	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:24	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:27	0.2	1	0	10	0	4	great_success
2025-09-14T13:14:29	0.2	1	0	10	0	4	great_success
2025-09-14T13:14:31	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:32	0.2	1	0	10	0	3	great_success
2025-09-14T13:14:35	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:36	0.2	1	3	7	0	5	great_success
2025-09-14T13:14:38	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:40	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:42	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:43	0.2	1	1	9	0	5	great_success
2025-09-14T13:14:46	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:47	0.2	1	2	8	0	5	great_success
2025-09-14T13:14:50	0.2	1	0	10	0	4	great_success
2025-09-14T13:14:52	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:54	0.2	1	0	10	0	4	great_success
2025-09-14T13:14:57	0.2	1	0	10	0	5	great_success
2025-09-14T13:14:59	0.2	1	0	10	0	5	great_success
2025-09-14T13:15:01	0.2	1	0	10	0	4	great_success
2025-09-14T13:15:03	0.2	1	0	10	0	5	great_success
2025-09-14T13:15:06	0.2	1	0	10	0	4	great_success
2025-09-14T13:15:08	0.2	1	0	10	0	5	great_success
2025-09-14T13:15:10	0.2	1	0	10	0	5	great_success
2025-09-14T13:15:12	0.2	1	0	10	0	5	great_success
2025-09-14T13:16:11	0.2	1	0	10	0	5	great_success
2025-09-14T13:16:14	0.2	1	0	10	0	5	great_success
2025-09-14T13:16:24	0.2	1	0	10	0	5	great_success
2025-09-14T13:16:27	0.2	1	0	10	0	3	great_success
2025-09-14T13:16:31	0.2	1	0	10	0	5	great_success
2025-09-14T13:16:35	0.2	1	0	10	0	3	great_success
2025-09-14T13:16:41	0.2	1	0	10	0	5	great_success
2025-09-14T13:16:48	0.2	1	0	10	0	5	great_success
2025-09-14T13:16:57	0.2	1	0	10	0	5	great_success
2025-09-14T13:16:59	0.2	1	0	10	0	2	great_success
2025-09-14T13:17:03	0.2	1	0	10	0	4	great_success
2025-09-14T13:17:08	0.2	1	0	10	0	5	great_success
2025-09-14T13:17:11	0.2	1	1	9	0	4	great_success
2025-09-14T13:17:14	0.2	1	0	10	0	5	great_success
2025-09-14T13:17:17	0.2	1	0	10	0	5	great_success
2025-09-14T13:17:21	0.2	1	0	10	0	1	great_success
2025-09-14T13:17:37	0.2	1	0	10	0	5	great_success
2025-09-14T13:17:40	0.2	1	0	10	0	5	great_success
2025-09-14T13:17:44	0.2	1	0	10	0	5	great_success
2025-09-14T13:17:47	0.2	1	0	10	0	5	great_success
2025-09-14T13:17:50	0.2	1	0	10	0	5	great_success
2025-09-14T13:17:57	0.2	1	0	10	0	5	great_success
2025-09-14T13:18:03	0.2	1	0	10	0	5	great_success
2025-09-14T13:18:08	0.2	1	0	10	0	5	great_success
2025-09-14T13:18:11	0.2	1	1	9	0	5	great_success
2025-09-14T13:18:15	0.2	1	0	10	0	5	great_success
2025-09-14T13:18:18	0.2	1	0	10	0	3	great_success
2025-09-14T13:18:21	0.2	1	0	10	0	5	great_success
2025-09-14T13:18:30	0.2	1	0	10	0	5	great_success
2025-09-14T13:18:34	0.2	1	0	10	0	5	great_success
2025-09-14T13:18:38	0.2	1	0	10	0	5	great_success
2025-09-14T13:18:46	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:09	0.2	1	2	8	0	5	great_success
2025-09-14T13:19:12	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:16	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:19	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:21	0.2	1	0	10	0	4	great_success
2025-09-14T13:19:24	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:31	0.2	1	0	10	0	4	great_success
2025-09-14T13:19:34	0.2	1	0	10	0	4	great_success
2025-09-14T13:19:36	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:40	0.2	1	0	10	0	4	great_success
2025-09-14T13:19:42	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:44	0.2	1	0	10	0	4	great_success
2025-09-14T13:19:48	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:51	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:55	0.2	1	0	10	0	5	great_success
2025-09-14T13:19:59	0.2	1	0	10	0	5	great_success
2025-09-14T13:20:02	0.2	1	0	10	0	5	great_success
